기준월,지역,업종,총승인금액,총승인건수
2024-06,세종,문화/여가,17717819,457
2024-06,세종,의료,12635725,292
2024-06,세종,교육,3368057,206
2024-06,세종,공과금,12715082,506
2024-06,세종,여행,32002431,1077
2024-06,강원,식음료,21840350,365
2024-06,강원,쇼핑,12945357,313
2024-06,강원,교통,6540513,141
2024-06,강원,문화/여가,57720327,1718
2024-06,강원,의료,76092239,1708
2024-06,강원,교육,30685526,1018
2024-06,강원,공과금,27031172,451
2024-06,강원,여행,50610425,3349
2024-06,충북,식음료,56659950,2464
2024-06,충북,쇼핑,99206119,4753
2024-06,충북,교통,7447416,323
2024-06,충북,문화/여가,57492251,2806
2024-06,충북,의료,46134869,1179
2024-06,충북,교육,33828922,1688
2024-06,충북,공과금,82528683,4142
2024-06,충북,여행,74367405,1322
2024-06,충남,식음료,66376708,1206
2024-06,충남,쇼핑,91303173,2351
2024-06,충남,교통,32053847,979
2024-06,충남,문화/여가,17843243,401
2024-06,충남,의료,45797621,1486
2024-06,충남,교육,27825587,514
2024-06,충남,공과금,45735108,1087
2024-06,충남,여행,31678064,2042
2024-06,전북,식음료,67561007,1126
2024-06,전북,쇼핑,22303075,407
2024-06,전북,교통,63123531,1192
2024-06,전북,문화/여가,22026093,596
2024-06,전북,의료,35668544,1590
2024-06,전북,교육,53292976,1175
2024-06,전북,공과금,62533658,1951
2024-06,전북,여행,10792767,272
2024-06,전남,식음료,30672244,633
2024-06,전남,쇼핑,38799712,851
2024-06,전남,교통,45822565,949
2024-06,전남,문화/여가,58605235,1083
2024-06,전남,의료,30308728,739
2024-06,전남,교육,54228436,3381
2024-06,전남,공과금,50265143,1028
2024-06,전남,여행,19558838,548
2024-06,경북,식음료,31298838,748
2024-06,경북,쇼핑,138715125,6866
2024-06,경북,교통,107697663,1925
2024-06,경북,문화/여가,71884910,3381
2024-06,경북,의료,40556966,687
2024-06,경북,교육,27104394,495
2024-06,경북,공과금,39165010,2087
2024-06,경북,여행,47483638,950
2024-06,경남,식음료,47104726,1040
2024-06,경남,쇼핑,96092435,1813
2024-06,경남,교통,56233720,2269
2024-06,경남,문화/여가,78157259,3077
2024-06,경남,의료,39500574,1740
2024-06,경남,교육,50888364,1730
2024-06,경남,공과금,64864163,2673
2024-06,경남,여행,195867236,6309
2024-06,제주,식음료,47824144,990
2024-06,제주,쇼핑,48769906,830
2024-06,제주,교통,65244054,3274
2024-06,제주,문화/여가,55970925,1497
2024-06,제주,의료,10680270,406
2024-06,제주,교육,56983096,1109
2024-06,제주,공과금,31612649,852
2024-06,제주,여행,12993364,718
2024-07,서울,식음료,322196521,7353
2024-07,서울,쇼핑,331974743,9773
2024-07,서울,교통,1472541511,29112
2024-07,서울,문화/여가,370525773,7621
2024-07,서울,의료,661520659,19568
2024-07,서울,교육,499582206,9303
2024-07,서울,공과금,256602086,5898
2024-07,서울,여행,417544424,14439
2024-07,경기,식음료,310693833,17685
2024-07,경기,쇼핑,356083306,6913
2024-07,경기,교통,340795200,6709
2024-07,경기,문화/여가,622969188,12840
2024-07,경기,의료,657308283,11662
2024-07,경기,교육,575426009,12105
2024-07,경기,공과금,83535719,2304
2024-07,경기,여행,362531500,9923
2024-07,부산,식음료,148693575,2522
2024-07,부산,쇼핑,62194246,1088
2024-07,부산,교통,97473926,2167
2024-07,부산,문화/여가,44351026,760
2024-07,부산,의료,227058132,4037
2024-07,부산,교육,84669744,2065
2024-07,부산,공과금,193059740,4473
2024-07,부산,여행,114390481,3643
2024-07,인천,식음료,69904785,1200
2024-07,인천,쇼핑,166132027,3560
2024-07,인천,교통,153295808,5910
2024-07,인천,문화/여가,44363599,1165
2024-07,인천,의료,178484787,6574
2024-07,인천,교육,175713740,5905
2024-07,인천,공과금,171380925,3417
2024-07,인천,여행,108285564,3837
2024-07,대구,식음료,83507247,2442
2024-07,대구,쇼핑,152715444,3280
2024-07,대구,교통,49234508,913
2024-07,대구,문화/여가,62320906,2815
2024-07,대구,의료,124029895,2489
2024-07,대구,교육,74760833,2409
2024-07,대구,공과금,143513463,5516
2024-07,대구,여행,34005159,1220
2024-07,대전,식음료,42687156,1002
2024-07,대전,쇼핑,98881947,2581
2024-07,대전,교통,36702874,622
2024-07,대전,문화/여가,50502296,1779
2024-07,대전,의료,37517359,1929
2024-07,대전,교육,34458840,613
2024-07,대전,공과금,41248749,791
2024-07,대전,여행,158113117,3282
2024-07,광주,식음료,59032066,1910
2024-07,광주,쇼핑,52833805,1800
2024-07,광주,교통,49162677,1191
2024-07,광주,문화/여가,41157504,933
2024-07,광주,의료,55546660,1730
2024-07,광주,교육,43547645,735
2024-07,광주,공과금,79043076,1546
2024-07,광주,여행,17739321,815
2024-07,울산,식음료,30220112,1368
2024-07,울산,쇼핑,29767582,628
2024-07,울산,교통,29207115,783
2024-07,울산,문화/여가,44728798,2389
2024-07,울산,의료,21395223,1110
2024-07,울산,교육,28116894,624
2024-07,울산,공과금,44694648,1056
2024-07,울산,여행,14645784,381
2024-07,세종,식음료,22633487,456
2024-07,세종,쇼핑,31076164,528
2024-07,세종,교통,4017872,171
2024-07,세종,문화/여가,7540611,190
2024-07,세종,의료,23506733,409
2024-07,세종,교육,18190493,621
2024-07,세종,공과금,23279207,627
2024-07,세종,여행,11241084,436
2024-07,강원,식음료,31666638,1256
2024-07,강원,쇼핑,12665762,385
2024-07,강원,교통,21129000,595
2024-07,강원,문화/여가,34236762,574
2024-07,강원,의료,24893486,1132
2024-07,강원,교육,13085489,219
2024-07,강원,공과금,58429250,1735
2024-07,강원,여행,32762491,799
2024-07,충북,식음료,39671067,943
2024-07,충북,쇼핑,25695683,652
2024-07,충북,교통,23306815,594
2024-07,충북,문화/여가,47783716,1243
2024-07,충북,의료,36052213,2401
2024-07,충북,교육,25690036,1261
2024-07,충북,공과금,41248087,1394
2024-07,충북,여행,41087429,1224
2024-07,충남,식음료,40233625,921
2024-07,충남,쇼핑,31531065,1538
2024-07,충남,교통,37431459,2318
2024-07,충남,문화/여가,53452720,1861
2024-07,충남,의료,66460422,2695
2024-07,충남,교육,13377451,759
2024-07,충남,공과금,60292731,2593
2024-07,충남,여행,136444005,2880
2024-07,전북,식음료,67413975,2103
2024-07,전북,쇼핑,81725694,3678
2024-07,전북,교통,36111665,1029
2024-07,전북,문화/여가,40061662,799
2024-07,전북,의료,52064445,902
2024-07,전북,교육,7800423,167
2024-07,전북,공과금,52941543,1960
2024-07,전북,여행,55438747,3386
2024-07,전남,식음료,55272887,924
2024-07,전남,쇼핑,76671709,2110
2024-07,전남,교통,13046093,527
2024-07,전남,문화/여가,19245981,589
2024-07,전남,의료,25532040,519
2024-07,전남,교육,22772449,504
2024-07,전남,공과금,67899183,1478
2024-07,전남,여행,17880277,1085
2024-07,경북,식음료,6250514,176
2024-07,경북,쇼핑,14434522,349
2024-07,경북,교통,28912743,881
2024-07,경북,문화/여가,22359828,853
2024-07,경북,의료,43715769,1150
2024-07,경북,교육,25638364,474
2024-07,경북,공과금,67879652,1529
2024-07,경북,여행,37343541,1231
2024-07,경남,식음료,91379138,2768
2024-07,경남,쇼핑,39130617,896
2024-07,경남,교통,38935696,1971
2024-07,경남,문화/여가,52048520,1092
2024-07,경남,의료,49450789,919
2024-07,경남,교육,19605708,677
2024-07,경남,공과금,88560020,1513
2024-07,경남,여행,64291615,2774
2024-07,제주,식음료,14765486,359
2024-07,제주,쇼핑,58471149,1637
2024-07,제주,교통,37841599,1141
2024-07,제주,문화/여가,24014825,429
2024-07,제주,의료,30301691,941
2024-07,제주,교육,28495878,918
2024-07,제주,공과금,17743313,709
2024-07,제주,여행,21646121,367
2024-08,서울,식음료,288799970,6442
2024-08,서울,쇼핑,371628785,21069
2024-08,서울,교통,295416775,5242
2024-08,서울,문화/여가,438996682,7489
2024-08,서울,의료,178006332,3137
2024-08,서울,교육,427044953,11860
2024-08,서울,공과금,603486639,12274
2024-08,서울,여행,473690510,11621
2024-08,경기,식음료,179272727,9817
2024-08,경기,쇼핑,403568845,16721
2024-08,경기,교통,432888177,17425
2024-08,경기,문화/여가,83713710,2067
2024-08,경기,의료,585640252,33979
2024-08,경기,교육,234484722,4702
2024-08,경기,공과금,309869804,9057
2024-08,경기,여행,534703707,26659
2024-08,부산,식음료,70216907,4437
2024-08,부산,쇼핑,115869937,7524
2024-08,부산,교통,124756484,3983
2024-08,부산,문화/여가,132139667,3568
2024-08,부산,의료,83184764,3105
2024-08,부산,교육,206707802,5867
2024-08,부산,공과금,130909352,3240
2024-08,부산,여행,118555978,2455
2024-08,인천,식음료,62096229,1484
2024-08,인천,쇼핑,49406887,1747
2024-08,인천,교통,112948737,5126
2024-08,인천,문화/여가,182564066,3457
2024-08,인천,의료,51528907,1179
2024-08,인천,교육,62281431,3524
2024-08,인천,공과금,70407920,1917
2024-08,인천,여행,58344855,1161
2024-08,대구,식음료,46326945,947
2024-08,대구,쇼핑,82601304,3870
2024-08,대구,교통,107585014,2619
2024-08,대구,문화/여가,51359266,1076
2024-08,대구,의료,13927995,235
2024-08,대구,교육,61537385,1304
2024-08,대구,공과금,44967038,984
2024-08,대구,여행,51968783,2515
2024-08,대전,식음료,107020346,2556
2024-08,대전,쇼핑,73383837,2358
2024-08,대전,교통,100443833,2371
2024-08,대전,문화/여가,79450740,1610
2024-08,대전,의료,38272622,1976
2024-08,대전,교육,43873539,2764
2024-08,대전,공과금,21386927,428
2024-08,대전,여행,56367752,2811
2024-08,광주,식음료,37440775,2277
2024-08,광주,쇼핑,22648402,611
2024-08,광주,교통,60569351,2548
2024-08,광주,문화/여가,24728320,529
2024-08,광주,의료,39835500,761
2024-08,광주,교육,62786610,1345
2024-08,광주,공과금,77399505,1299
2024-08,광주,여행,49763069,1880
2024-08,울산,식음료,6504900,109
2024-08,울산,쇼핑,35696911,895
2024-08,울산,교통,34831506,776
2024-08,울산,문화/여가,30208410,1085
2024-08,울산,의료,22706582,548
2024-08,울산,교육,38950955,1144
2024-08,울산,공과금,25829956,847
2024-08,울산,여행,8620144,209
2024-08,세종,식음료,13517568,378
2024-08,세종,쇼핑,16849090,641
2024-08,세종,교통,14004167,368
2024-08,세종,문화/여가,15312716,344
2024-08,세종,의료,16158391,378
2024-08,세종,교육,25769612,456
2024-08,세종,공과금,16874894,441
2024-08,세종,여행,6173092,134
2024-08,강원,식음료,51693766,1581
2024-08,강원,쇼핑,11640468,762
2024-08,강원,교통,10722221,281
2024-08,강원,문화/여가,10348180,246
2024-08,강원,의료,40643487,741
2024-08,강원,교육,25769281,505
2024-08,강원,공과금,30952621,1093
2024-08,강원,여행,17801835,958
2024-08,충북,식음료,10136518,175
2024-08,충북,쇼핑,49218843,1150
2024-08,충북,교통,32403960,699
2024-08,충북,문화/여가,37541547,1392
2024-08,충북,의료,33050248,1165
2024-08,충북,교육,29661690,773
2024-08,충북,공과금,52032106,1284
2024-08,충북,여행,35574981,1103
2024-08,충남,식음료,95359363,2410
2024-08,충남,쇼핑,30700971,741
2024-08,충남,교통,87617881,2074
2024-08,충남,문화/여가,55607699,1446
2024-08,충남,의료,24502187,711
2024-08,충남,교육,52484474,1319
2024-08,충남,공과금,29738628,1077
2024-08,충남,여행,44041523,1014
2024-08,전북,식음료,7162139,459
2024-08,전북,쇼핑,77027391,1334
2024-08,전북,교통,104058516,3424
2024-08,전북,문화/여가,25389996,856
2024-08,전북,의료,44571403,750
2024-08,전북,교육,38204312,1160
2024-08,전북,공과금,18262257,464
2024-08,전북,여행,23056828,735
2024-08,전남,식음료,7859752,459
2024-08,전남,쇼핑,19088939,795
2024-08,전남,교통,6739418,285
2024-08,전남,문화/여가,11737976,286
2024-08,전남,의료,31553740,874
2024-08,전남,교육,13127064,400
2024-08,전남,공과금,34891267,788
2024-08,전남,여행,35008399,750
2024-08,경북,식음료,78530348,2482
2024-08,경북,쇼핑,62639517,1717
2024-08,경북,교통,42445558,845
2024-08,경북,문화/여가,67425371,1337
2024-08,경북,의료,117008952,2906
2024-08,경북,교육,80033617,4538
2024-08,경북,공과금,101045673,5986
2024-08,경북,여행,50940775,1932
2024-08,경남,식음료,35732023,631
2024-08,경남,쇼핑,86303625,1634
2024-08,경남,교통,29108906,521
2024-08,경남,문화/여가,40367034,862
2024-08,경남,의료,27495362,458
2024-08,경남,교육,34035006,596
2024-08,경남,공과금,26925015,682
2024-08,경남,여행,27934629,527
2024-08,제주,식음료,8864822,223
2024-08,제주,쇼핑,50546274,1209
2024-08,제주,교통,40321410,1076
2024-08,제주,문화/여가,27959189,775
2024-08,제주,의료,55297806,2094
2024-08,제주,교육,20464300,405
2024-08,제주,공과금,37158457,1209
2024-08,제주,여행,22596392,678
2024-09,서울,식음료,272572465,11635
2024-09,서울,쇼핑,524417372,14236
2024-09,서울,교통,220439803,5629
2024-09,서울,문화/여가,431339935,16242
2024-09,서울,의료,312704271,6106
2024-09,서울,교육,426044214,7862
2024-09,서울,공과금,701017010,14764
2024-09,서울,여행,142102993,2607
2024-09,경기,식음료,398558970,8370
2024-09,경기,쇼핑,172049519,3903
2024-09,경기,교통,155523725,5607
2024-09,경기,문화/여가,643817948,36869
2024-09,경기,의료,301248517,5118
2024-09,경기,교육,209742251,13001
2024-09,경기,공과금,373797735,7128
2024-09,경기,여행,300498879,19186
2024-09,부산,식음료,62974058,1397
2024-09,부산,쇼핑,50173544,948
2024-09,부산,교통,51289639,1120
2024-09,부산,문화/여가,71687215,2150
2024-09,부산,의료,35876167,941
2024-09,부산,교육,133788563,4288
2024-09,부산,공과금,83466274,1711
2024-09,부산,여행,89050401,2018
2024-09,인천,식음료,55101337,1324
2024-09,인천,쇼핑,77168895,1638
2024-09,인천,교통,74660055,1353
2024-09,인천,문화/여가,54819374,2193
2024-09,인천,의료,75321857,2957
2024-09,인천,교육,59676585,2189
2024-09,인천,공과금,60136679,2143
2024-09,인천,여행,137886580,2763
2024-09,대구,식음료,41848431,744
2024-09,대구,쇼핑,73539542,3093
2024-09,대구,교통,38190172,1156
2024-09,대구,문화/여가,118507334,2839
2024-09,대구,의료,65161910,1163
2024-09,대구,교육,104433121,1906
2024-09,대구,공과금,129583711,6001
2024-09,대구,여행,213164048,4070
2024-09,대전,식음료,48869252,1597
2024-09,대전,쇼핑,49468278,1338
2024-09,대전,교통,31348456,614
2024-09,대전,문화/여가,76612168,1914
2024-09,대전,의료,29301652,1947
2024-09,대전,교육,48892948,2837
2024-09,대전,공과금,92306427,2852
2024-09,대전,여행,35516292,1110
2024-09,광주,식음료,72433208,2520
2024-09,광주,쇼핑,67105262,3005
2024-09,광주,교통,30771239,672
2024-09,광주,문화/여가,100355747,5959
2024-09,광주,의료,93716908,4103
2024-09,광주,교육,40220648,1009
2024-09,광주,공과금,26651786,849
2024-09,광주,여행,61599630,1170
2024-09,울산,식음료,22175827,483
2024-09,울산,쇼핑,17984843,372
2024-09,울산,교통,17328554,835
2024-09,울산,문화/여가,23559767,1361
2024-09,울산,의료,43717562,1057
2024-09,울산,교육,64267299,2627
2024-09,울산,공과금,46348555,1161
2024-09,울산,여행,33035160,792
2024-09,세종,식음료,12093482,350
2024-09,세종,쇼핑,16987442,324
2024-09,세종,교통,8914386,362
2024-09,세종,문화/여가,12612907,267
2024-09,세종,의료,27241751,907
2024-09,세종,교육,22700606,1292
2024-09,세종,공과금,12206094,692
2024-09,세종,여행,6886590,384
2024-09,강원,식음료,42132301,1826
2024-09,강원,쇼핑,16510418,868
2024-09,강원,교통,19026601,384
2024-09,강원,문화/여가,27306743,526
2024-09,강원,의료,35959360,710
2024-09,강원,교육,22593442,988
2024-09,강원,공과금,34289314,703
2024-09,강원,여행,8322294,211
2024-09,충북,식음료,49806338,867
2024-09,충북,쇼핑,37117153,891
2024-09,충북,교통,37112716,635
2024-09,충북,문화/여가,10559389,225
2024-09,충북,의료,23260484,852
2024-09,충북,교육,31060101,588
2024-09,충북,공과금,9558428,456
2024-09,충북,여행,57909395,1128
2024-09,충남,식음료,127824174,4267
2024-09,충남,쇼핑,33544338,1743
2024-09,충남,교통,56239652,1932
2024-09,충남,문화/여가,4895007,250
2024-09,충남,의료,44697483,1411
2024-09,충남,교육,28517879,1316
2024-09,충남,공과금,38464811,862
2024-09,충남,여행,44572095,1361
2024-09,전북,식음료,16265629,846
2024-09,전북,쇼핑,10304505,274
2024-09,전북,교통,67385820,1941
2024-09,전북,문화/여가,79381134,1504
2024-09,전북,의료,12916438,562
2024-09,전북,교육,9065759,265
2024-09,전북,공과금,42484777,812
2024-09,전북,여행,13481207,727
2024-09,전남,식음료,11912671,206
2024-09,전남,쇼핑,45993658,1290
2024-09,전남,교통,29420012,669
2024-09,전남,문화/여가,19048967,347
2024-09,전남,의료,29597334,760
2024-09,전남,교육,41169280,697
2024-09,전남,공과금,23943500,519
2024-09,전남,여행,33376403,616
2024-09,경북,식음료,37033230,813
2024-09,경북,쇼핑,12062725,426
2024-09,경북,교통,48410139,1196
2024-09,경북,문화/여가,15970452,465
2024-09,경북,의료,42418534,2295
2024-09,경북,교육,57195378,1946
2024-09,경북,공과금,20263060,511
2024-09,경북,여행,84264740,2551
2024-09,경남,식음료,95261395,1718
2024-09,경남,쇼핑,38485712,1690
2024-09,경남,교통,63193787,1126
2024-09,경남,문화/여가,43935677,1256
2024-09,경남,의료,87978041,2396
2024-09,경남,교육,111404700,2067
2024-09,경남,공과금,9519231,237
2024-09,경남,여행,37643466,996
2024-09,제주,식음료,23574993,1362
2024-09,제주,쇼핑,16011503,439
2024-09,제주,교통,21738772,1378
2024-09,제주,문화/여가,2710642,63
2024-09,제주,의료,24440092,637
2024-09,제주,교육,16619363,592
2024-09,제주,공과금,27343206,642
2024-09,제주,여행,22744210,1171
2024-10,서울,식음료,1132248627,40993
2024-10,서울,쇼핑,132542687,6171
2024-10,서울,교통,277155620,5098
2024-10,서울,문화/여가,716412831,20246
2024-10,서울,의료,180739217,3863
2024-10,서울,교육,431393960,9088
2024-10,서울,공과금,656687377,20309
2024-10,서울,여행,217181297,13659
2024-10,경기,식음료,678412096,16104
2024-10,경기,쇼핑,133784492,4796
2024-10,경기,교통,227968815,5518
2024-10,경기,문화/여가,252702478,5649
2024-10,경기,의료,173841280,3777
2024-10,경기,교육,436718404,9809
2024-10,경기,공과금,111321030,3155
2024-10,경기,여행,854185444,38808
2024-10,부산,식음료,81893401,3343
2024-10,부산,쇼핑,36477274,746
2024-10,부산,교통,109224899,6152
2024-10,부산,문화/여가,73099158,1244
2024-10,부산,의료,149765533,4867
2024-10,부산,교육,89504874,2621
2024-10,부산,공과금,177271399,6652
2024-10,부산,여행,59560701,1539
2024-10,인천,식음료,186716016,10914
2024-10,인천,쇼핑,182742962,3251
2024-10,인천,교통,55030065,1200
2024-10,인천,문화/여가,178462260,3549
2024-10,인천,의료,114236997,6263
2024-10,인천,교육,91611694,3267
2024-10,인천,공과금,102247404,2293
2024-10,인천,여행,117497740,3900
2024-10,대구,식음료,119103687,3482
2024-10,대구,쇼핑,100230888,2589
2024-10,대구,교통,29129693,560
2024-10,대구,문화/여가,74437436,2109
2024-10,대구,의료,56209283,1206
2024-10,대구,교육,45798636,1172
2024-10,대구,공과금,67637428,3040
2024-10,대구,여행,73289319,1784
2024-10,대전,식음료,33684699,594
2024-10,대전,쇼핑,53376366,1183
2024-10,대전,교통,17240678,1076
2024-10,대전,문화/여가,115788283,4126
2024-10,대전,의료,54157465,1322
2024-10,대전,교육,28684382,793
2024-10,대전,공과금,54265051,1016
2024-10,대전,여행,40576662,1326
2024-10,광주,식음료,72864804,3143
2024-10,광주,쇼핑,10651054,622
2024-10,광주,교통,56849965,3657
2024-10,광주,문화/여가,13501314,240
2024-10,광주,의료,40645090,1045
2024-10,광주,교육,64300897,1501
2024-10,광주,공과금,74034437,1271
2024-10,광주,여행,19757137,783
2024-10,울산,식음료,20172766,356
2024-10,울산,쇼핑,72837474,3707
2024-10,울산,교통,94216671,3004
2024-10,울산,문화/여가,10080322,323
2024-10,울산,의료,10951669,643
2024-10,울산,교육,5784610,109
2024-10,울산,공과금,23837852,548
2024-10,울산,여행,23783332,628
2024-10,세종,식음료,12986212,356
2024-10,세종,쇼핑,19422449,743
2024-10,세종,교통,16209104,364
2024-10,세종,문화/여가,13347097,242
2024-10,세종,의료,13857967,370
2024-10,세종,교육,11335440,239
2024-10,세종,공과금,37380367,909
2024-10,세종,여행,4792276,81
2024-10,강원,식음료,41363820,1186
2024-10,강원,쇼핑,3257098,81
2024-10,강원,교통,67368694,1162
2024-10,강원,문화/여가,28462340,741
2024-10,강원,의료,29043263,545
2024-10,강원,교육,33449244,648
2024-10,강원,공과금,28626791,961
2024-10,강원,여행,12367006,426
2024-10,충북,식음료,22685189,484
2024-10,충북,쇼핑,20587745,464
2024-10,충북,교통,18969955,1236
2024-10,충북,문화/여가,39910903,1048
2024-10,충북,의료,31008968,1444
2024-10,충북,교육,20513708,421
2024-10,충북,공과금,45963746,1527
2024-10,충북,여행,11521004,333
2024-10,충남,식음료,69952084,1413
2024-10,충남,쇼핑,108260556,2646
2024-10,충남,교통,22101231,387
2024-10,충남,문화/여가,38526374,1463
2024-10,충남,의료,52467036,3340
2024-10,충남,교육,75730891,2787
2024-10,충남,공과금,51555699,974
2024-10,충남,여행,47317845,2429
2024-10,전북,식음료,57516576,1754
2024-10,전북,쇼핑,13793281,526
2024-10,전북,교통,18064481,832
2024-10,전북,문화/여가,3496509,80
2024-10,전북,의료,7814851,214
2024-10,전북,교육,40853042,1257
2024-10,전북,공과금,25951121,479
2024-10,전북,여행,39692382,733
2024-10,전남,식음료,24343599,1176
2024-10,전남,쇼핑,36619227,627
2024-10,전남,교통,10025381,212
2024-10,전남,문화/여가,31938199,594
2024-10,전남,의료,46588387,2444
2024-10,전남,교육,29407417,679
2024-10,전남,공과금,25390954,709
2024-10,전남,여행,50397058,999
2024-10,경북,식음료,27164501,1524
2024-10,경북,쇼핑,57741822,3040
2024-10,경북,교통,12308388,219
2024-10,경북,문화/여가,103961287,2156
2024-10,경북,의료,22644147,440
2024-10,경북,교육,62616913,1367
2024-10,경북,공과금,69908616,1817
2024-10,경북,여행,22773942,802
2024-10,경남,식음료,114938463,2635
2024-10,경남,쇼핑,67044434,1537
2024-10,경남,교통,108180084,3721
2024-10,경남,문화/여가,69571373,1242
2024-10,경남,의료,40438138,691
2024-10,경남,교육,27261900,739
2024-10,경남,공과금,198863184,4514
2024-10,경남,여행,44295954,1438
2024-10,제주,식음료,9910835,369
2024-10,제주,쇼핑,26265087,1154
2024-10,제주,교통,16551484,899
2024-10,제주,문화/여가,49892111,1832
2024-10,제주,의료,66500234,1199
2024-10,제주,교육,11896617,238
2024-10,제주,공과금,17063165,548
2024-10,제주,여행,39636303,1169
2024-11,서울,식음료,770541505,18184
2024-11,서울,쇼핑,240153468,5351
2024-11,서울,교통,630878339,10606
2024-11,서울,문화/여가,486019257,9142
2024-11,서울,의료,474106887,10053
2024-11,서울,교육,154656280,7547
2024-11,서울,공과금,495136560,29496
2024-11,서울,여행,834771279,19878
2024-11,경기,식음료,367827943,7213
2024-11,경기,쇼핑,631852464,33888
2024-11,경기,교통,442776555,8366
2024-11,경기,문화/여가,263131123,8615
2024-11,경기,의료,286084178,5056
2024-11,경기,교육,93114046,2221
2024-11,경기,공과금,417580782,8500
2024-11,경기,여행,640995570,15166
2024-11,부산,식음료,233690244,8382
2024-11,부산,쇼핑,233800661,4681
2024-11,부산,교통,174546929,3349
2024-11,부산,문화/여가,128479565,2212
2024-11,부산,의료,104188267,4018
2024-11,부산,교육,86884848,4857
2024-11,부산,공과금,52440409,3078
2024-11,부산,여행,84489198,2301
2024-11,인천,식음료,134454422,5964
2024-11,인천,쇼핑,61904225,2435
2024-11,인천,교통,97027033,3003
2024-11,인천,문화/여가,53516546,1368
2024-11,인천,의료,79072600,2467
2024-11,인천,교육,30296114,1444
2024-11,인천,공과금,53241556,1188
2024-11,인천,여행,65945932,1695
2024-11,대구,식음료,41855503,1607
2024-11,대구,쇼핑,79342395,1918
2024-11,대구,교통,19649898,1259
2024-11,대구,문화/여가,95223957,1686
2024-11,대구,의료,97933907,4565
2024-11,대구,교육,71223517,2850
2024-11,대구,공과금,44196710,779
2024-11,대구,여행,55913208,1830
2024-11,대전,식음료,78189144,1400
2024-11,대전,쇼핑,50041637,1823
2024-11,대전,교통,36319011,706
2024-11,대전,문화/여가,29791803,839
2024-11,대전,의료,56110153,1631
2024-11,대전,교육,54840082,3592
2024-11,대전,공과금,61023229,2090
2024-11,대전,여행,22585014,602
2024-11,광주,식음료,36129837,872
2024-11,광주,쇼핑,28117843,1788
2024-11,광주,교통,66234164,2080
2024-11,광주,문화/여가,96468448,1640
2024-11,광주,의료,54554273,1710
2024-11,광주,교육,49815915,2725
2024-11,광주,공과금,7750787,167
2024-11,광주,여행,142427160,2444
2024-11,울산,식음료,29539288,498
2024-11,울산,쇼핑,44107280,1943
2024-11,울산,교통,9906516,180
2024-11,울산,문화/여가,12877381,235
2024-11,울산,의료,12833518,223
2024-11,울산,교육,27601707,841
2024-11,울산,공과금,11273635,332
2024-11,울산,여행,17610616,475
2024-11,세종,식음료,19589148,1052
2024-11,세종,쇼핑,29061160,1010
2024-11,세종,교통,2921487,50
2024-11,세종,문화/여가,6863663,158
2024-11,세종,의료,19064759,1193
2024-11,세종,교육,17821589,410
2024-11,세종,공과금,21129169,1140
2024-11,세종,여행,7538402,156
2024-11,강원,식음료,30749123,637
2024-11,강원,쇼핑,28030675,540
2024-11,강원,교통,50977930,1276
2024-11,강원,문화/여가,56718237,2684
2024-11,강원,의료,40615470,797
2024-11,강원,교육,32221987,612
2024-11,강원,공과금,53799877,2833
2024-11,강원,여행,14543684,308
2024-11,충북,식음료,20635235,953
2024-11,충북,쇼핑,21141875,419
2024-11,충북,교통,23380258,488
2024-11,충북,문화/여가,16178868,376
2024-11,충북,의료,12818967,305
2024-11,충북,교육,11209097,526
2024-11,충북,공과금,34463580,814
2024-11,충북,여행,31415066,602
2024-11,충남,식음료,30937446,1897
2024-11,충남,쇼핑,132870666,4076
2024-11,충남,교통,3474639,181
2024-11,충남,문화/여가,57007982,1037
2024-11,충남,의료,52628134,1751
2024-11,충남,교육,54144578,1667
2024-11,충남,공과금,77358658,3151
2024-11,충남,여행,32822534,1735
2024-11,전북,식음료,22360997,916
2024-11,전북,쇼핑,33888463,682
2024-11,전북,교통,25438219,1140
2024-11,전북,문화/여가,52466200,1407
2024-11,전북,의료,25505537,613
2024-11,전북,교육,23467751,866
2024-11,전북,공과금,37804495,1134
2024-11,전북,여행,75518481,1486
2024-11,전남,식음료,23932999,1051
2024-11,전남,쇼핑,24065620,540
2024-11,전남,교통,86236526,1737
2024-11,전남,문화/여가,25301372,1482
2024-11,전남,의료,11062868,194
2024-11,전남,교육,29246067,1332
2024-11,전남,공과금,41942985,896
2024-11,전남,여행,20214116,488
2024-11,경북,식음료,23255445,565
2024-11,경북,쇼핑,29134118,521
2024-11,경북,교통,102106751,3802
2024-11,경북,문화/여가,55076878,1502
2024-11,경북,의료,31632307,726
2024-11,경북,교육,50514575,1364
2024-11,경북,공과금,5936537,182
2024-11,경북,여행,37008744,738
2024-11,경남,식음료,162601276,9415
2024-11,경남,쇼핑,40355212,1477
2024-11,경남,교통,116221242,3256
2024-11,경남,문화/여가,110220108,2650
2024-11,경남,의료,38957565,899
2024-11,경남,교육,33336138,1130
2024-11,경남,공과금,108674593,2825
2024-11,경남,여행,26459080,606
2024-11,제주,식음료,23939764,713
2024-11,제주,쇼핑,76299752,2128
2024-11,제주,교통,16234621,273
2024-11,제주,문화/여가,17294766,762
2024-11,제주,의료,35403277,652
2024-11,제주,교육,13726185,397
2024-11,제주,공과금,1504369,43
2024-11,제주,여행,19001029,695
2024-12,서울,식음료,153283850,3096
2024-12,서울,쇼핑,264636709,11443
