거래일시,사용자ID,결제수단,가맹점업종,거래금액,지역,연령대,거래상태
2024-08-17 21:13:00,U000410,신용카드,쇼핑,81699.0,세종,50대,성공
2024/05/24 14:37,U001567,신용카드,식음료,15376.0,전남,50대,성공
2024-08-12 12:32:00,U001727,계좌이체,문화/여가,47186.0,전북,30대,성공
2024-03-09 11:14:00,U002476,체크카드,문화/여가,25511.0,서울,30대,성공
2024-12-23 07:57:00,U001323,신용카드,쇼핑,140994.0,서울,30대,성공
2024-12-30 11:38:00,U003246,포인트결제,의료,22496.0,서울,20대,성공
2024-01-03 18:40:00,U002949,포인트결제,공과금,,부산,,성공
2024/05/29 10:35,U000067,포인트결제,교통,1228.0,서울,50대,성공
2024-02-05 21:33:00,U002228,신용카드,식음료,6394.0,충북,30대,성공
2024-10-23 16:15:00,U000018,계좌이체,식음료,20173.0,경기,40대,취소
2024-11-23 10:25:00,U003963,신용카드,식음료,43235.0,서울,30대,성공
2024/04/11 17:54,U001372,체크카드,기타,30270.0,서울,40대,성공
2024-07-01 06:37:00,U000686,계좌이체,의료,20367.0,서울,30대,실패
2024-04-30 21:46:00,U003820,휴대폰결제,식음료,30934.0,경기,40대,성공
2024-06-13 16:21:00,U001156,체크카드,쇼핑,36165.0,대전,30대,성공
2024-08-12 19:52:00,U000065,계좌이체,공과금,,경기,40대,성공
2024-03-15 16:15:00,U001471,포인트결제,공과금,29929.0,서울,40대,성공
2024-12-05 19:11:00,U003486,,식음료,9483.0,경기,30대,성공
2024-01-27 15:42:00,U001605,체크카드,식음료,14746.0,서울,50대,성공
2024-04-17 10:51:00,U003299,,의료,28461.0,대전,10대,성공
2024-10-12 18:23:00,U002271,포인트결제,교육,89490.0,경남,30대,성공
2024-04-25 20:52:00,U003022,포인트결제,식음료,22568.0,서울,20대,성공
2024-12-06 18:50:00,U003432,신용카드,교통,4805.0,부산,20대,성공
2024-11-16 16:43:00,U001905, 신용카드 ,문화/여가,27519.0,전북,,성공
2024-06-27 01:19:00,U002202,신용카드,문화/여가,47379.0,대전,20대,실패
2024-05-17 11:58:00,U002583,휴대폰결제,교육,193607.0,경기,10대,성공
2024-11-27 19:45:00,U000538,계좌이체,쇼핑,4562.0,대구,50대,성공
2024-05-04 02:14:00,U002157,계좌이체,공과금,57800.0,인천,60대 이상,성공
2024-05-20 07:04:00,U002090,계좌이체,의료,1853.0,경기,30대,성공
2024-06-09 21:03:00,U003136,신용카드,식음료,8350.0,부산,30대,성공
2024-08-02 05:10:00,U003501,계좌이체,공과금,185274.0,서울,30대,성공
2024/11/17 09:42,U000118,계좌이체,쇼핑,34483.0,인천,50대,성공
2024-12-21 10:12:00,U001551, 신용카드 ,의료,18343.0,제주,40대,실패
2024/04/18 13:45,U000649,체크카드,교통,5120.0,강원,20대,성공
2024-05-03 13:48:00,U002935,계좌이체,교통,500.0,충북,30대,성공
2024-02-05 21:28:00,U000834,체크카드,식음료,25777.0,울산,60대 이상,성공
2024-08-06 19:18:00,U000990,계좌이체,문화/여가,45348.0,제주,30대,성공
2024-02-01 12:20:00,U002271,신용카드,공과금,146051.0,부산,20대,성공
2024/08/21 12:05,U001455, 신용카드 ,교통,7982.0,강원,50대,실패
2024-05-21 19:39:00,U002602,체크카드,식음료,59604.0,제주,40대,성공
2024-11-24 07:09:00,U003617,체크카드,교통,5280.0,경기,20대,성공
2024-03-18 00:18:00,U001865,체크카드,식음료,29184.0,경기,30대,성공
2024-06-12 20:49:00,U003814,신용카드,식음료,3802.0,충북,30대,성공
2024-05-15 09:47:00,U001719,체크카드,의료,18587.0,,20대,취소
2024/03/02 07:20,U003582,신용카드,쇼핑,174587.0,대구,20대,성공
2024/04/11 08:16,U000257,포인트결제,식음료,31496.0,경기,40대,성공
2024-12-24 14:41:00,U000346,체크카드,문화/여가,53034.0,부산,10대,성공
2024-02-13 15:09:00,U001341,신용카드,식음료,7288.0,서울,,성공
2024/02/21 10:54,U000247,신용카드,기타,29384.0,경남,40대,성공
2024-06-07 12:44:00,U000066,계좌이체,공과금,10886.0,경기,40대,성공
2024-12-12 13:50:00,U002823,계좌이체,식음료,32949.0,경기,50대,성공
2024-02-07 19:59:00,U003694,,쇼핑,36097.0,서울,50대,성공
2024-06-21 20:39:00,U003462,신용카드,식음료,13559.0,,30대,성공
2024-01-14 06:26:00,U001233,신용카드,식음료,27496.0,인천,20대,성공
2024/04/05 19:04,U003481,신용카드,문화/여가,23560.0,경기,10대,성공
2024-01-26 19:49:00,U001209,포인트결제,교통,6539.0,서울,30대,성공
2024-07-21 21:55:00,U000689,신용카드,공과금,56448.0,서울,30대,성공
2024/11/21 09:36,U002928,신용카드,교통,3150.0,경기,30대,성공
2024-12-23 19:36:00,U000084,휴대폰결제,교육,29982.0,대구,30대,성공
2024-10-27 15:38:00,U002370,계좌이체,식음료,22783.0,부산,30대,성공
2024-01-30 20:47:00,U001584,신용카드,공과금,83311.0,경기,30대,성공
2024-03-02 11:09:00,U003115,계좌이체,교통,717.0,부산,20대,성공
2024-10-08 15:16:00,U001810,휴대폰결제,문화/여가,,경기,20대,성공
2024/10/07 13:06,U003894,체크카드,교통,3114.0,경기,30대,성공
2024-04-10 15:23:00,U001510,체크카드,기타,30345.0,서울,30대,성공
2024-04-20 21:17:00,U000014,휴대폰결제,교육,77940.0,서울,40대,성공
2024-03-25 18:18:00,U003581,휴대폰결제,교통,4308.0,서울,40대,성공
2024-06-24 17:24:00,U001155,신용카드,문화/여가,28467.0,전북,20대,성공
2024-04-20 10:18:00,U000178,체크카드,의료,17690.0,부산,20대,성공
2024-08-20 06:21:00,U002379,신용카드,여행,73761.0,경기,40대,성공
2024-07-16 18:18:00,U002935,계좌이체,의료,37115.0,인천,10대,성공
2024-09-30 17:38:00,U002116,포인트결제,기타,35186.0,인천,60대 이상,성공
2024-01-17 18:32:00,U002869, 신용카드 ,교육,34503.0,서울,20대,성공
2024-12-12 21:20:00,U001743,체크카드,쇼핑,22064.0,서울,40대,성공
2024-10-30 19:40:00,U001135,계좌이체,문화/여가,27238.0,서울,40대,성공
2024-07-27 21:33:00,U001964,신용카드,문화/여가,18230.0,경기,30대,성공
2024-12-27 09:47:00,U000578,포인트결제,여행,176168.0,서울,50대,취소
2024-03-16 05:53:00,U001464,신용카드,여행,208298.0,광주,30대,성공
2024-12-26 08:07:00,U003661,,쇼핑,42980.0,대구,50대,성공
2024-07-26 21:28:00,U002916,신용카드,기타,15188.0,대구,30대,성공
2024-08-01 09:11:00,U001999,포인트결제,문화/여가,9601.0,대구,50대,성공
2024-12-10 00:02:00,U003494,휴대폰결제,식음료,3469.0,전북,50대,성공
2024-02-10 19:08:00,U000408,휴대폰결제,의료,18187.0,서울,50대,성공
2024/05/10 18:21,U003724,포인트결제,식음료,,광주,40대,성공
2024-04-25 09:52:00,U002847,포인트결제,여행,141904.0,광주,30대,성공
2024-04-23 15:47:00,U003494,체크카드,식음료,28030.0,제주,30대,성공
2024/04/14 23:27,U001827,신용카드,식음료,14278.0,전남,60대 이상,성공
2024-02-11 13:28:00,U001790,체크카드,쇼핑,55833.0,대전,,성공
2024-04-16 19:53:00,U000271,휴대폰결제,교육,25254.0,경기,40대,성공
2024/08/04 11:47,U001335,신용카드,교육,92030.0,,20대,성공
2024-10-20 15:09:00,U002086,계좌이체,여행,170290.0,경기,,성공
2024-11-26 08:55:00,U000742,신용카드,교통,1267.0,서울,20대,성공
2024/01/01 13:33,U000807,신용카드,교육,138293.0,서울,30대,취소
2024-08-08 08:01:00,U000846,신용카드,식음료,10731.0,경남,30대,성공
2024/05/24 10:12,U003112,포인트결제,식음료,9910.0,경기,40대,성공
2024-12-16 01:40:00,U003958,,식음료,9713.0,,20대,실패
2024-03-04 20:25:00,U001405,신용카드,공과금,39177.0,경기,20대,성공
2024-06-13 17:09:00,U003700, 신용카드 ,쇼핑,50830.0,서울,50대,성공
2024-04-25 19:16:00,U000868, 신용카드 ,식음료,21330.0,부산,20대,성공
2024/07/25 17:35,U000032,신용카드,문화/여가,,경기,60대 이상,성공
2024-09-23 19:00:00,U000320,포인트결제,식음료,20200.0,경기,20대,성공
2024-12-03 06:41:00,U003259,계좌이체,문화/여가,20717.0,전남,30대,실패
2024-07-02 18:05:00,U000063,신용카드,식음료,11021.0,서울,20대,성공
2024-03-13 14:07:00,U001633,계좌이체,문화/여가,41748.0,대구,40대,성공
2024-09-21 20:27:00,U002860,계좌이체,식음료,9475.0,충남,60대 이상,성공
2024-11-23 03:42:00,U002531,,식음료,14692.0,서울,50대,성공
2024-05-20 12:12:00,U003614,포인트결제,쇼핑,40662.0,경기,30대,성공
2024-09-19 21:38:00,U001717,신용카드,쇼핑,71231.0,서울,40대,성공
2024-05-06 12:06:00,U000170,휴대폰결제,교통,500.0,서울,30대,성공
2024-01-16 20:08:00,U000280,신용카드,교육,59394.0,서울,40대,성공
2024-05-29 10:52:00,U002343,체크카드,식음료,8746.0,충북,30대,성공
2024-01-22 18:01:00,U003285,포인트결제,의료,54249.0,서울,20대,성공
2024-04-10 06:24:00,U001785,휴대폰결제,공과금,64208.0,경기,20대,성공
2024-06-24 23:32:00,U000717,,교통,1735.0,서울,20대,성공
2024-11-01 18:19:00,U001056,체크카드,여행,319169.0,서울,20대,성공
2024-05-10 08:03:00,U001931,체크카드,문화/여가,20371.0,충북,10대,성공
2024-04-09 23:37:00,U001050,신용카드,식음료,35030.0,서울,30대,성공
2024-12-01 11:24:00,U001861,포인트결제,공과금,34907.0,경기,20대,성공
2024-09-30 20:49:00,U002408,휴대폰결제,교통,,인천,60대 이상,성공
2024-05-20 17:01:00,U000506,포인트결제,식음료,1052.0,경기,50대,성공
2024-05-13 19:47:00,U001532,신용카드,기타,38694.0,경기,60대 이상,성공
2024-03-23 21:11:00,U001612,,식음료,48772.0,광주,30대,성공
2024-12-14 06:51:00,U002001,신용카드,공과금,121995.0,경기,20대,성공
2024-12-25 18:31:00,U003275,신용카드,교육,117976.0,대구,40대,성공
2024-02-14 14:43:00,U001011,신용카드,교통,544.0,경기,,취소
2024-09-18 16:12:00,U001168, 신용카드 ,쇼핑,26218.0,충남,20대,취소
2024-09-20 10:04:00,U003828,신용카드,공과금,106781.0,경기,20대,성공
2024/02/01 14:46,U001338,신용카드,문화/여가,12268.0,서울,20대,성공
2024-02-01 08:51:00,U002190,체크카드,공과금,26310.0,경기,40대,성공
2024/05/12 08:42,U002576,신용카드,문화/여가,37693.0,,40대,성공
2024-08-22 18:13:00,U003538,신용카드,식음료,27424.0,서울,40대,성공
2024-03-18 09:11:00,U000060,신용카드,식음료,15999.0,서울,40대,성공
2024-07-14 23:57:00,U001607,신용카드,의료,37155.0,경북,30대,성공
2024-09-18 16:19:00,U002000,체크카드,식음료,7376.0,경기,30대,취소
2024-09-06 21:56:00,U000878,체크카드,식음료,15530.0,부산,30대,성공
2024/11/24 16:07,U002313,계좌이체,기타,15249.0,경기,20대,성공
2024-12-18 17:20:00,U002835,신용카드,쇼핑,36530.0,서울,30대,성공
2024-05-19 19:44:00,U002845,포인트결제,의료,35846.0,경기,40대,실패
2024-12-16 12:44:00,U002654,휴대폰결제,교통,8947.0,부산,50대,성공
2024-06-03 22:52:00,U001365,포인트결제,쇼핑,55805.0,서울,40대,성공
2024-02-06 18:34:00,U001403,신용카드,기타,21466.0,경기,,성공
2024-09-16 13:23:00,U001770, 신용카드 ,식음료,5382.0,경남,30대,성공
2024-03-19 07:14:00,U000748, 신용카드 ,의료,32545.0,,20대,성공
2024-10-09 01:17:00,U000717,체크카드,쇼핑,60905.0,경기,20대,성공
2024-02-13 09:01:00,U003342,,쇼핑,18487.0,경북,30대,성공
2024-05-28 11:22:00,U003806,신용카드,쇼핑,91022.0,경기,30대,성공
2024-08-23 12:51:00,U003689,신용카드,문화/여가,30632.0,경남,20대,성공
2024-12-13 08:56:00,U001594,신용카드,교통,1648.0,,,성공
2024-07-10 07:33:00,U002224,휴대폰결제,문화/여가,14175.0,인천,40대,성공
2024-11-18 11:58:00,U001555,계좌이체,여행,42510.0,서울,20대,성공
2024-02-15 19:17:00,U002436,신용카드,기타,36288.0,서울,,성공
2024/10/01 20:54,U001325,계좌이체,쇼핑,22158.0,경기,20대,실패
2024-06-14 13:56:00,U002366,체크카드,의료,17589.0,,20대,성공
2024-02-28 15:49:00,U000612,,쇼핑,10172.0,서울,10대,성공
2024-01-19 12:13:00,U000607,체크카드,기타,33709.0,경기,20대,성공
2024-08-29 00:53:00,U000840,신용카드,쇼핑,18127.0,서울,30대,성공
2024/11/11 12:39,U002595,포인트결제,식음료,27452.0,경기,10대,성공
2024/07/23 07:49,U003963,체크카드,교통,2288.0,서울,30대,실패
2024-03-18 16:36:00,U002686,계좌이체,쇼핑,77267.0,경북,30대,성공
2024-06-25 03:56:00,U003392, 신용카드 ,문화/여가,36412.0,경기,20대,성공
2024-03-24 11:43:00,U001090,휴대폰결제,식음료,14142.0,서울,40대,취소
2024-01-16 20:53:00,U000893,신용카드,여행,138493.0,경기,20대,성공
2024-10-01 20:05:00,U002518, 신용카드 ,교통,1414.0,울산,20대,성공
2024-02-24 17:35:00,U003691,계좌이체,문화/여가,58687.0,경기,20대,성공
2024-04-25 12:55:00,U003636,계좌이체,식음료,,서울,50대,성공
2024-11-03 07:25:00,U003438,신용카드,식음료,43377.0,인천,30대,성공
2024-05-23 06:29:00,U001922,체크카드,식음료,36516.0,경남,30대,성공
2024/05/04 21:37,U001342,계좌이체,여행,335449.0,울산,10대,취소
2024-08-01 20:33:00,U002949,신용카드,쇼핑,18433.0,대구,30대,성공
2024/08/17 18:28,U000355,신용카드,여행,-347320.0,전남,30대,성공
2024-07-25 18:10:00,U002850,신용카드,기타,72390.0,서울,20대,성공
2024-04-03 10:46:00,U003322,체크카드,공과금,63893.0,서울,30대,성공
2024-07-02 09:00:00,U002899,신용카드,교육,179152.0,충남,30대,성공
2024-12-23 20:36:00,U002568,신용카드,교통,868.0,부산,50대,성공
2024-09-16 12:09:00,U002206,계좌이체,의료,16824.0,서울,50대,성공
2024-04-03 21:20:00,U002973,포인트결제,의료,50417.0,경북,20대,성공
2024-02-01 18:18:00,U001328,휴대폰결제,의료,28370.0,경남,,성공
2024-04-07 19:15:00,U002502, 신용카드 ,기타,18526.0,충북,20대,성공
2024/04/27 22:22,U001439, 신용카드 ,쇼핑,26712.0,부산,30대,성공
2024-05-02 13:11:00,U002123,체크카드,기타,49693.0,부산,30대,성공
2024-02-05 16:09:00,U003724,신용카드,교통,5677.0,,60대 이상,성공
2024-05-07 07:05:00,U001672,신용카드,의료,20376.0,경기,30대,성공
2024-01-29 08:59:00,U001364,신용카드,식음료,12712.0,경기,50대,성공
2024-05-09 19:21:00,U000506,신용카드,교육,57868.0,제주,20대,성공
2024-03-07 15:00:00,U002157,체크카드,식음료,5366.0,대구,50대,취소
2024/04/04 07:41,U000104,신용카드,기타,40559.0,부산,20대,성공
2024-01-07 04:23:00,U000980,체크카드,교통,3412.0,인천,40대,성공
2024-01-25 14:10:00,U001499,신용카드,문화/여가,27104.0,,40대,성공
2024-07-14 07:59:00,U000922, 신용카드 ,문화/여가,28277.0,제주,50대,성공
2024/10/08 09:38,U002736,계좌이체,문화/여가,38415.0,,20대,취소
2024/04/16 19:54,U003843,신용카드,쇼핑,89709.0,충북,50대,성공
2024-07-08 15:08:00,U003185,체크카드,공과금,58216.0,경남,30대,성공
2024-05-07 13:34:00,U001823, 신용카드 ,공과금,60694.0,경기,20대,성공
2024-07-25 23:30:00,U001389,신용카드,의료,26971.0,서울,30대,성공
2024-07-06 18:52:00,U003154,체크카드,문화/여가,22509.0,전북,50대,성공
2024-07-28 15:28:00,U001411,체크카드,문화/여가,27386.0,경북,20대,성공
2024-03-23 19:49:00,U003987,계좌이체,문화/여가,111825.0,충북,40대,성공
2024-08-12 09:21:00,U003483,신용카드,쇼핑,68486.0,경기,40대,성공
2024-10-03 09:22:00,U003433,신용카드,쇼핑,33680.0,제주,40대,성공
2024-05-08 20:41:00,U003687,신용카드,식음료,18372.0,대전,40대,성공
2024-12-22 07:28:00,U002125,계좌이체,문화/여가,58935.0,대구,60대 이상,성공
2024-02-21 19:13:00,U000821,신용카드,식음료,11313.0,서울,20대,성공
2024-06-11 19:28:00,U001177, 신용카드 ,식음료,7173.0,서울,20대,성공
2024/08/13 02:59,U003527,포인트결제,쇼핑,100780.0,서울,30대,성공
2024/08/13 11:06,U002299,휴대폰결제,문화/여가,28135.0,서울,20대,성공
2024-02-20 18:11:00,U000632,신용카드,여행,82818.0,인천,30대,성공
2024-12-15 17:31:00,U002366,신용카드,쇼핑,32378.0,광주,30대,성공
2024-07-04 19:58:00,U001925,체크카드,식음료,24732.0,서울,40대,성공
2024-03-29 10:44:00,U003957,신용카드,의료,9132.0,경기,40대,성공
2024-04-08 16:07:00,U001942,포인트결제,식음료,30334.0,경남,20대,성공
2024-01-27 10:52:00,U001668,포인트결제,식음료,18477.0,부산,20대,성공
2024-06-08 13:19:00,U003806,신용카드,여행,208192.0,경기,10대,성공
2024-03-29 08:14:00,U000762,체크카드,쇼핑,76343.0,인천,50대,성공
2024-11-04 10:50:00,U001521,계좌이체,문화/여가,38541.0,경북,,성공
2024-10-26 12:47:00,U001715,체크카드,기타,12620.0,인천,30대,성공
2024-08-29 09:21:00,U002166,포인트결제,식음료,15143.0,경기,40대,성공
2024-08-11 22:42:00,U000724,신용카드,의료,39706.0,경기,20대,실패
2024-11-09 08:09:00,U002334,계좌이체,식음료,34317.0,서울,40대,성공
2024-03-27 10:42:00,U003841,휴대폰결제,교통,3405.0,경기,30대,성공
2024-12-05 09:28:00,U002693,신용카드,식음료,13314.0,대전,40대,성공
2024-11-23 10:15:00,U001344,계좌이체,여행,92346.0,경기,60대 이상,성공
2024-07-18 09:46:00,U001837,체크카드,문화/여가,142574.0,서울,40대,성공
2024-05-04 07:23:00,U001290,신용카드,공과금,49259.0,부산,20대,성공
2024-08-18 20:35:00,U001986,신용카드,기타,13633.0,서울,40대,실패
2024-05-18 22:32:00,U001112, 신용카드 ,식음료,10373.0,경남,10대,성공
2024-04-11 20:30:00,U003451,신용카드,교통,1979.0,서울,60대 이상,성공
2024-01-02 06:51:00,U003780, 신용카드 ,쇼핑,7217.0,세종,40대,성공
2024-07-20 20:59:00,U000783,신용카드,교육,51426.0,전남,30대,실패
2024-11-15 19:17:00,U002941,계좌이체,식음료,14388.0,인천,30대,성공
2024-11-16 11:38:00,U002350,신용카드,쇼핑,24026.0,서울,30대,성공
2024-07-09 10:44:00,U000389,포인트결제,식음료,7578.0,,20대,성공
2024-12-10 10:15:00,U002447,신용카드,쇼핑,56732.0,강원,20대,성공
2024-12-30 20:37:00,U003307,체크카드,교육,86739.0,전북,,성공
2024-04-24 06:19:00,U001668,신용카드,여행,476739.0,,20대,실패
2024/09/06 01:03,U003671,체크카드,식음료,7799.0,경기,30대,성공
2024-01-28 13:59:00,U001235,신용카드,식음료,4898.0,서울,30대,성공
2024-02-12 19:07:00,U000263,신용카드,공과금,70564.0,부산,20대,성공
2024-01-13 20:45:00,U000768,계좌이체,의료,21703.0,서울,20대,성공
2024/12/18 19:07,U001089,신용카드,쇼핑,55295.0,부산,40대,성공
2024-07-29 16:54:00,U002793,신용카드,교통,2287.0,대전,,성공
2024-10-19 11:52:00,U002563,신용카드,쇼핑,85052.0,경북,,성공
2024-05-17 10:20:00,U003913,체크카드,교통,777.0,경남,60대 이상,성공
2024-08-13 12:30:00,U000812,계좌이체,쇼핑,71254.0,울산,20대,성공
2024-12-13 21:06:00,U001951,체크카드,교통,13290.0,경기,30대,실패
2024-05-18 12:41:00,U000598,신용카드,교통,2591.0,서울,60대 이상,성공
2024/09/12 00:08,U002198,신용카드,쇼핑,46942.0,충북,20대,성공
2024/10/07 20:57,U001407,계좌이체,교통,591.0,제주,30대,성공
2024-05-25 17:21:00,U000208,체크카드,쇼핑,8449.0,서울,20대,성공
2024-04-15 15:09:00,U002348,신용카드,교통,826.0,부산,40대,취소
2024-01-01 23:16:00,U003535,,교육,59925.0,강원,20대,성공
2024/12/08 18:54,U003431,신용카드,쇼핑,84040.0,서울,20대,성공
2024-06-25 12:17:00,U002193,계좌이체,쇼핑,49025.0,광주,20대,성공
2024-08-13 11:25:00,U001941,신용카드,식음료,12195.0,충북,20대,성공
2024-11-10 19:48:00,U000532,신용카드,쇼핑,25357.0,경기,40대,성공
2024-10-07 21:25:00,U003188,체크카드,교통,3728.0,서울,10대,성공
2024-12-05 15:25:00,U001710, 신용카드 ,기타,17193.0,서울,50대,성공
2024-06-03 18:57:00,U001664,계좌이체,식음료,19041.0,경기,40대,성공
2024-12-09 11:35:00,U003881,체크카드,쇼핑,55382.0,서울,30대,성공
2024-08-07 16:20:00,U001423,포인트결제,의료,34094.0,서울,20대,성공
2024-03-15 12:43:00,U000302,포인트결제,문화/여가,55680.0,경기,40대,성공
2024-11-22 19:14:00,U001434,계좌이체,기타,15004.0,서울,30대,성공
2024-03-15 14:28:00,U002181,신용카드,문화/여가,18925.0,서울,30대,성공
2024-11-25 18:54:00,U003858,신용카드,교통,5278.0,전북,60대 이상,성공
2024-03-13 00:10:00,U001383,체크카드,여행,58221.0,경기,30대,성공
2024-04-13 04:03:00,U000658,체크카드,공과금,140783.0,서울,50대,성공
2024-07-11 12:46:00,U001903,계좌이체,식음료,8310.0,경기,50대,성공
2024-09-04 14:18:00,U001231,신용카드,의료,38687.0,경기,30대,성공
2024-05-25 14:09:00,U001119, 신용카드 ,교육,54970.0,제주,50대,성공
2024-03-14 17:53:00,U000213,체크카드,식음료,15218.0,경기,50대,성공
2024-10-23 16:40:00,U003874,포인트결제,식음료,14095.0,서울,,성공
2024-06-28 21:06:00,U003317, 신용카드 ,문화/여가,4613.0,서울,40대,성공
2024-12-03 18:04:00,U003043,신용카드,문화/여가,10352.0,대구,40대,성공
2024-05-12 09:25:00,U001180,포인트결제,식음료,27139.0,울산,60대 이상,성공
2024-05-14 08:26:00,U002295,신용카드,교통,2851.0,부산,20대,성공
2024-01-24 19:06:00,U003336,포인트결제,교통,945.0,강원,60대 이상,실패
2024-07-28 12:22:00,U001321,신용카드,의료,4812.0,인천,40대,성공
2024-02-25 18:52:00,U003249,휴대폰결제,교통,3628.0,인천,50대,성공
2024-01-04 09:34:00,U002782,신용카드,쇼핑,92762.0,충남,40대,성공
2024/01/04 19:12,U000876,체크카드,교통,6810.0,대전,30대,성공
2024-08-26 20:40:00,U001192,체크카드,쇼핑,67410.0,경기,30대,성공
2024-11-16 20:23:00,U001361,신용카드,여행,60451.0,부산,40대,성공
2024-04-14 12:01:00,U000202,신용카드,의료,39829.0,서울,40대,성공
2024-11-27 06:39:00,U001005,휴대폰결제,교육,45510.0,인천,50대,성공
2024/02/11 14:35,U003300,신용카드,식음료,8081.0,,20대,성공
2024-05-07 19:27:00,U003371,체크카드,교통,,서울,40대,성공
2024-12-03 21:53:00,U001592,포인트결제,쇼핑,22460.0,서울,20대,성공
2024-08-11 16:34:00,U003276,체크카드,공과금,46108.0,대구,,성공
2024-02-25 00:15:00,U003893,신용카드,여행,479696.0,,50대,성공
2024-08-11 11:34:00,U003198,휴대폰결제,문화/여가,7956.0,경기,40대,성공
2024-10-02 17:03:00,U003831,계좌이체,의료,24758.0,부산,30대,성공
2024-05-15 15:48:00,U000423,계좌이체,교육,55009.0,전남,20대,성공
2024-05-13 01:18:00,U002206,체크카드,식음료,2210.0,충북,30대,성공
2024-11-01 15:34:00,U000884,신용카드,교육,22699.0,서울,20대,성공
2024-10-25 07:36:00,U000783,휴대폰결제,쇼핑,102808.0,광주,10대,성공
2024-04-14 10:37:00,U001581,신용카드,교통,745.0,서울,20대,실패
2024-12-05 19:44:00,U002210,휴대폰결제,기타,2959.0,세종,30대,성공
2024-10-23 11:53:00,U001335,포인트결제,쇼핑,11189.0,제주,,성공
2024-09-24 11:05:00,U001685,포인트결제,공과금,14841.0,대전,50대,실패
2024-05-17 21:53:00,U001168,신용카드,쇼핑,179756.0,경기,30대,실패
2024/02/28 15:22,U003132,계좌이체,식음료,8232.0,,20대,성공
2024/06/20 16:23,U001712,계좌이체,식음료,30113.0,서울,10대,성공
2024-05-18 14:35:00,U003680,신용카드,공과금,52909.0,경북,40대,성공
2024-12-07 19:37:00,U002762,포인트결제,기타,52391.0,서울,50대,성공
2024-03-08 20:22:00,U001316,계좌이체,여행,626476.0,경기,30대,실패
2024-07-03 10:49:00,U002098,신용카드,식음료,14406.0,서울,50대,성공
2024-04-16 18:49:00,U001010,포인트결제,문화/여가,27698.0,경기,30대,성공
2024-08-01 19:10:00,U001960,휴대폰결제,교통,2886.0,서울,60대 이상,성공
2024-06-09 12:48:00,U000434,계좌이체,문화/여가,24581.0,서울,20대,성공
2024-06-18 19:50:00,U003688,계좌이체,의료,93658.0,부산,30대,성공
2024-02-27 07:30:00,U003430,계좌이체,문화/여가,16169.0,광주,40대,성공
2024-12-08 15:20:00,U001450,신용카드,여행,181211.0,경남,50대,성공
2024-09-16 01:40:00,U003970,신용카드,교통,3285.0,서울,40대,성공
2024/06/16 00:52,U002522,계좌이체,교통,7042.0,서울,50대,성공
2024-10-28 23:04:00,U001193,계좌이체,식음료,8295.0,서울,50대,성공
2024-03-21 19:42:00,U002951,계좌이체,여행,72711.0,서울,40대,성공
2024/07/22 21:36,U000914,계좌이체,교통,2136.0,대구,40대,성공
2024-02-26 09:53:00,U003200,신용카드,교통,3072.0,서울,30대,성공
2024-09-13 21:05:00,U001220,신용카드,의료,35336.0,충남,30대,성공
2024-12-06 22:21:00,U000860,체크카드,교육,72071.0,강원,30대,성공
2024-01-02 13:17:00,U000558,체크카드,공과금,32367.0,경북,50대,성공
2024-04-10 10:18:00,U000606,체크카드,공과금,56628.0,충남,,성공
2024-10-05 08:13:00,U003468,휴대폰결제,교육,146707.0,경기,60대 이상,성공
2024-03-31 21:12:00,U000190,계좌이체,교육,120894.0,경북,50대,성공
2024/12/23 18:27,U001444,계좌이체,식음료,22013.0,대구,30대,성공
2024-08-04 19:23:00,U001011,포인트결제,교육,71925.0,경기,10대,성공
2024-05-07 15:49:00,U000215,포인트결제,문화/여가,8740.0,서울,,성공
2024-03-02 10:19:00,U002181,휴대폰결제,식음료,39437.0,,40대,성공
2024-05-20 15:45:00,U000825,신용카드,교육,83441.0,인천,40대,성공
2024-05-26 13:44:00,U003433,신용카드,식음료,11357.0,경기,40대,성공
2024-01-04 02:38:00,U002588,신용카드,식음료,19303.0,울산,30대,성공
2024-11-18 22:49:00,U002222,계좌이체,쇼핑,64499.0,충북,30대,성공
2024-07-07 20:08:00,U001224,계좌이체,교육,68881.0,경기,60대 이상,성공
2024-03-19 19:40:00,U002340,신용카드,교통,3131.0,제주,20대,성공
2024-10-21 11:51:00,U003342,신용카드,쇼핑,58013.0,서울,30대,성공
2024-09-20 13:53:00,U002561,신용카드,기타,10713.0,대전,30대,성공
2024-03-07 14:48:00,U000135,신용카드,식음료,11531.0,부산,20대,성공
2024-02-21 19:47:00,U001836,계좌이체,문화/여가,,경기,20대,성공
2024-05-21 19:46:00,U000638,,여행,156418.0,서울,30대,성공
2024-08-18 15:36:00,U003247,신용카드,공과금,29487.0,경기,30대,성공
2024-08-23 20:51:00,U002059,포인트결제,쇼핑,60095.0,경기,50대,실패
2024-01-19 09:59:00,U001136,계좌이체,교통,2439.0,대구,30대,성공
2024-07-21 10:35:00,U003831,계좌이체,기타,10079.0,강원,20대,성공
2024-01-05 15:15:00,U000186,계좌이체,쇼핑,21700.0,서울,20대,성공
2024-11-24 10:12:00,U001390,계좌이체,여행,323321.0,경기,20대,성공
2024/05/16 16:28,U000249,포인트결제,공과금,108657.0,서울,40대,성공
2024-10-13 10:52:00,U001323,,교육,157513.0,서울,20대,성공
